link_id,node_a_id,node_b_id,device_a_id,device_b_id,device_class,freq_khz,bandwidth_khz,distance_m,path_loss_db,rx_power_dbm,link_margin_db,is_available,link_state,is_backup
LK-0194,ND-0014,ND-0115,DV-0014,DV-0115,VUHF,31325,25.0,35453.4,123.6,-84.6,22.42,true,EXCELLENT,false
LK-0195,ND-0040,ND-0047,DV-0040,DV-0047,HF,3195,3.0,35884.7,102.35,-69.35,19.88,true,GOOD,false
LK-0196,ND-0152,ND-0155,DV-0152,DV-0155,VUHF,31325,25.0,36648.3,122.54,-87.54,19.48,true,GOOD,false
LK-0197,ND-0011,ND-0095,DV-0011,DV-0095,VUHF,31325,25.0,37481.6,122.33,-87.33,19.69,true,GOOD,false
LK-0198,ND-0044,ND-0047,DV-0044,DV-0047,HF,3195,3.0,38114.8,103.52,-56.52,32.71,true,EXCELLENT,false
LK-0199,ND-0072,ND-0155,DV-0072,DV-0155,VUHF,31325,25.0,38381.7,128.63,-94.63,12.39,true,GOOD,false
LK-0200,ND-0040,ND-0043,DV-0040,DV-0043,HF,3195,3.0,38884.1,110.11,-77.11,12.12,true,GOOD,false
LK-0201,ND-0067,ND-0128,DV-0067,DV-0128,VUHF,30125,25.0,38917.1,124.9,-82.9,24.12,true,EXCELLENT,false
LK-0202,ND-0092,ND-0127,DV-0092,DV-0127,VUHF,31325,25.0,39112.2,118.11,-84.11,22.91,true,EXCELLENT,false
LK-0203,ND-0092,ND-0155,DV-0092,DV-0155,VUHF,31325,25.0,39165.0,118.41,-84.41,22.61,true,EXCELLENT,false
LK-0204,ND-0016,ND-0155,DV-0016,DV-0155,VUHF,31325,25.0,39818.5,114.17,-80.17,26.85,true,EXCELLENT,false
LK-0205,ND-0088,ND-0091,DV-0088,DV-0091,VUHF,31325,25.0,40367.1,112.56,-81.56,25.46,true,EXCELLENT,false
LK-0206,ND-0036,ND-0051,DV-0036,DV-0051,HF,3195,3.0,41334.2,110.44,-77.44,11.78,true,GOOD,false
LK-0207,ND-0031,ND-0033,DV-0031,DV-0033,HF,3195,3.0,41379.4,105.13,-64.13,25.1,true,EXCELLENT,false
LK-0208,ND-0121,ND-0144,DV-0121,DV-0144,VUHF,30125,25.0,41579.4,105.85,-67.85,39.17,true,EXCELLENT,false
LK-0209,ND-0028,ND-0029,DV-0028,DV-0029,HF,3195,3.0,41583.9,110.11,-73.11,16.12,true,GOOD,false
LK-0210,ND-0088,ND-0155,DV-0088,DV-0155,VUHF,31325,25.0,41749.9,128.96,-97.96,9.06,true,WARNING,false
LK-0211,ND-0127,ND-0140,DV-0127,DV-0140,VUHF,31325,25.0,42310.3,121.16,-90.16,16.86,true,GOOD,false
LK-0212,ND-0033,ND-0064,DV-0033,DV-0064,HF,3195,3.0,42336.1,105.58,-54.58,34.65,true,EXCELLENT,false
LK-0213,ND-0019,ND-0097,DV-0019,DV-0097,VUHF,31325,25.0,42561.2,95.5,-44.5,62.52,true,EXCELLENT,false
LK-0214,ND-0073,ND-0148,DV-0073,DV-0148,VUHF,30125,25.0,42618.8,103.01,-69.01,38.01,true,EXCELLENT,false
LK-0215,ND-0002,ND-0008,DV-0002,DV-0008,HF,3195,3.0,43822.7,110.12,-50.12,39.11,true,EXCELLENT,false
LK-0216,ND-0091,ND-0132,DV-0091,DV-0132,VUHF,31325,25.0,43858.1,108.71,-74.71,32.31,true,EXCELLENT,false
LK-0217,ND-0036,ND-0059,DV-0036,DV-0059,HF,3195,3.0,44075.4,106.38,-69.38,19.85,true,GOOD,false
LK-0218,ND-0120,ND-0155,DV-0120,DV-0155,VUHF,30125,25.0,44413.9,127.06,-89.06,17.97,true,GOOD,false
LK-0219,ND-0088,ND-0127,DV-0088,DV-0127,VUHF,31325,25.0,44470.1,128.35,-97.35,9.67,true,WARNING,false
LK-0220,ND-0056,ND-0063,DV-0056,DV-0063,HF,3195,3.0,44528.4,106.59,-69.59,19.64,true,GOOD,false
LK-0221,ND-0052,ND-0055,DV-0052,DV-0055,HF,3195,3.0,44569.9,106.61,-69.61,19.62,true,GOOD,false
LK-0222,ND-0088,ND-0099,DV-0088,DV-0099,VUHF,31325,25.0,44778.7,129.61,-98.61,8.41,true,WARNING,false
LK-0223,ND-0119,ND-0152,DV-0119,DV-0152,VUHF,31325,25.0,45235.7,120.29,-85.29,21.73,true,EXCELLENT,false
LK-0224,ND-0036,ND-0041,DV-0036,DV-0041,HF,3195,3.0,45316.0,117.37,-84.37,4.86,true,WARNING,false
LK-0225,ND-0042,ND-0053,DV-0042,DV-0053,HF,3195,3.0,45326.9,106.94,-73.94,15.28,true,GOOD,false
LK-0226,ND-0023,ND-0040,DV-0023,DV-0040,HF,3195,3.0,45568.0,110.12,-73.12,16.11,true,GOOD,false
LK-0227,ND-0024,ND-0059,DV-0024,DV-0059,HF,3195,3.0,45642.3,107.08,-56.08,33.14,true,EXCELLENT,false
LK-0228,ND-0027,ND-0048,DV-0027,DV-0048,HF,3195,3.0,46122.7,107.3,-66.3,22.93,true,EXCELLENT,false
LK-0229,ND-0060,ND-0063,DV-0060,DV-0063,HF,3195,3.0,46202.0,107.33,-70.33,18.9,true,GOOD,false
LK-0230,ND-0051,ND-0060,DV-0051,DV-0060,HF,3195,3.0,46552.5,113.06,-80.06,9.17,true,WARNING,false
LK-0231,ND-0009,ND-0080,DV-0009,DV-0080,VUHF,31325,25.0,47157.5,96.67,-44.67,62.35,true,EXCELLENT,false
LK-0232,ND-0031,ND-0056,DV-0031,DV-0056,HF,3195,3.0,47459.8,107.88,-70.88,18.35,true,GOOD,false
LK-0233,ND-0027,ND-0036,DV-0027,DV-0036,HF,3195,3.0,47516.5,107.9,-70.9,18.33,true,GOOD,false
LK-0234,ND-0084,ND-0127,DV-0084,DV-0127,VUHF,30125,25.0,47810.4,123.61,-89.61,17.42,true,GOOD,false
LK-0235,ND-0061,ND-0062,DV-0061,DV-0062,HF,3195,3.0,47932.6,108.08,-79.08,10.15,true,GOOD,false
LK-0236,ND-0028,ND-0053,DV-0028,DV-0053,HF,3195,3.0,48474.4,108.31,-75.31,13.92,true,GOOD,false
LK-0237,ND-0029,ND-0052,DV-0029,DV-0052,HF,3195,3.0,48540.9,119.03,-86.03,3.2,true,WARNING,false
LK-0238,ND-0052,ND-0063,DV-0052,DV-0063,HF,3195,3.0,49175.2,108.6,-71.6,17.63,true,GOOD,false
LK-0239,ND-0027,ND-0037,DV-0027,DV-0037,HF,3195,3.0,49429.6,108.71,-71.71,17.52,true,GOOD,false
LK-0240,ND-0076,ND-0123,DV-0076,DV-0123,VUHF,31325,25.0,49650.7,101.06,-59.06,47.96,true,EXCELLENT,false
LK-0241,ND-0053,ND-0064,DV-0053,DV-0064,HF,3195,3.0,49758.7,108.84,-75.84,13.39,true,GOOD,false
LK-0242,ND-0088,ND-0119,DV-0088,DV-0119,VUHF,31325,25.0,50005.3,128.72,-97.72,9.31,true,WARNING,false
LK-0243,ND-0041,ND-0056,DV-0041,DV-0056,HF,3195,3.0,50166.9,89.53,-43.53,45.7,true,EXCELLENT,false
LK-0244,ND-0055,ND-0057,DV-0055,DV-0057,HF,3195,3.0,50628.7,110.12,-73.12,16.11,true,GOOD,false
LK-0245,ND-0036,ND-0057,DV-0036,DV-0057,HF,3195,3.0,50668.4,109.21,-76.21,13.01,true,GOOD,false
LK-0246,ND-0042,ND-0061,DV-0042,DV-0061,HF,3195,3.0,50679.2,109.22,-76.22,13.01,true,GOOD,false
LK-0247,ND-0107,ND-0129,DV-0107,DV-0129,VUHF,31325,25.0,50900.5,106.41,-75.41,31.61,true,EXCELLENT,false
LK-0248,ND-0013,ND-0136,DV-0013,DV-0136,VUHF,31325,25.0,51012.0,127.11,-93.11,13.91,true,GOOD,false
LK-0249,ND-0051,ND-0052,DV-0051,DV-0052,HF,3195,3.0,51169.6,109.42,-66.42,22.81,true,EXCELLENT,false
LK-0250,ND-0038,ND-0053,DV-0038,DV-0053,HF,3195,3.0,51174.3,109.42,-80.42,8.81,true,WARNING,false
LK-0251,ND-0039,ND-0060,DV-0039,DV-0060,HF,3195,3.0,51244.1,109.45,-72.45,16.78,true,GOOD,false
LK-0252,ND-0031,ND-0052,DV-0031,DV-0052,HF,3195,3.0,51300.1,109.47,-72.47,16.76,true,GOOD,false
LK-0253,ND-0029,ND-0066,DV-0029,DV-0066,HF,3195,3.0,51624.9,109.6,-76.6,12.63,true,GOOD,false
LK-0254,ND-0006,ND-0037,DV-0006,DV-0037,HF,3195,3.0,51710.5,110.12,-73.12,16.1,true,GOOD,false
LK-0255,ND-0005,ND-0040,DV-0005,DV-0040,HF,3195,3.0,51744.1,109.65,-72.65,16.58,true,GOOD,false
LK-0256,ND-0041,ND-0060,DV-0041,DV-0060,HF,3195,3.0,52049.8,109.77,-76.77,12.46,true,GOOD,false
LK-0257,ND-0073,ND-0142,DV-0073,DV-0142,VUHF,30125,25.0,52072.7,103.92,-69.92,37.1,true,EXCELLENT,false
LK-0258,ND-0029,ND-0056,DV-0029,DV-0056,HF,3195,3.0,52242.2,109.85,-76.85,12.38,true,GOOD,false
LK-0259,ND-0125,ND-0151,DV-0125,DV-0151,VUHF,30125,25.0,52542.2,110.81,-73.81,33.21,true,EXCELLENT,false
LK-0260,ND-0030,ND-0053,DV-0030,DV-0053,HF,3195,3.0,52571.0,109.98,-76.98,12.25,true,GOOD,false
LK-0261,ND-0018,ND-0084,DV-0018,DV-0084,VUHF,31325,25.0,52572.8,101.56,-57.56,49.47,true,EXCELLENT,false
LK-0262,ND-0019,ND-0132,DV-0019,DV-0132,VUHF,31325,25.0,52601.1,107.13,-56.13,50.89,true,EXCELLENT,false
LK-0263,ND-0051,ND-0057,DV-0051,DV-0057,HF,3195,3.0,52627.3,110.0,-67.0,22.23,true,EXCELLENT,false
LK-0264,ND-0043,ND-0060,DV-0043,DV-0060,HF,3195,3.0,52953.6,110.13,-77.13,12.1,true,GOOD,false
LK-0265,ND-0033,ND-0060,DV-0033,DV-0060,HF,3195,3.0,53096.4,110.13,-73.13,16.1,true,GOOD,false
LK-0266,ND-0023,ND-0036,DV-0023,DV-0036,HF,3195,3.0,53208.1,110.13,-73.13,16.1,true,GOOD,false
LK-0267,ND-0040,ND-0065,DV-0040,DV-0065,HF,3195,3.0,53348.5,110.13,-73.13,16.1,true,GOOD,false
LK-0268,ND-0036,ND-0053,DV-0036,DV-0053,HF,3195,3.0,53465.3,110.33,-81.33,7.9,true,WARNING,false
LK-0269,ND-0031,ND-0053,DV-0031,DV-0053,HF,3195,3.0,53668.3,110.13,-77.13,12.1,true,GOOD,false
LK-0270,ND-0086,ND-0093,DV-0086,DV-0093,VUHF,31325,25.0,53690.7,111.26,-66.26,40.76,true,EXCELLENT,false
LK-0271,ND-0082,ND-0105,DV-0082,DV-0105,VUHF,31325,25.0,53692.6,111.1,-70.1,36.92,true,EXCELLENT,false
LK-0272,ND-0052,ND-0053,DV-0052,DV-0053,HF,3195,3.0,53722.5,110.43,-81.43,7.8,true,WARNING,false
LK-0273,ND-0013,ND-0152,DV-0013,DV-0152,VUHF,31325,25.0,53904.1,127.84,-92.84,14.18,true,GOOD,false
LK-0274,ND-0129,ND-0156,DV-0129,DV-0156,VUHF,31325,25.0,53913.5,104.89,-67.89,39.13,true,EXCELLENT,false
LK-0275,ND-0061,ND-0066,DV-0061,DV-0066,HF,3195,3.0,53914.1,110.5,-81.5,7.73,true,WARNING,false
LK-0276,ND-0027,ND-0060,DV-0027,DV-0060,HF,3195,3.0,54290.2,110.13,-73.13,16.1,true,GOOD,false
LK-0277,ND-0101,ND-0132,DV-0101,DV-0132,VUHF,31325,25.0,54460.5,111.43,-76.43,30.59,true,EXCELLENT,false
LK-0278,ND-0013,ND-0128,DV-0013,DV-0128,VUHF,31325,25.0,54617.4,125.83,-87.83,19.19,true,GOOD,false
LK-0279,ND-0015,ND-0084,DV-0015,DV-0084,VUHF,31325,25.0,54716.5,97.96,-49.96,57.06,true,EXCELLENT,false
LK-0280,ND-0117,ND-0142,DV-0117,DV-0142,VUHF,31325,25.0,54887.8,105.0,-67.0,40.02,true,EXCELLENT,false
LK-0281,ND-0029,ND-0038,DV-0029,DV-0038,HF,3195,3.0,55109.1,110.96,-77.96,11.27,true,GOOD,false
LK-0282,ND-0105,ND-0112,DV-0105,DV-0112,VUHF,31325,25.0,55120.8,112.96,-71.96,35.06,true,EXCELLENT,false
LK-0283,ND-0051,ND-0065,DV-0051,DV-0065,HF,3195,3.0,55264.2,110.13,-73.13,16.1,true,GOOD,false
LK-0284,ND-0033,ND-0066,DV-0033,DV-0066,HF,3195,3.0,55384.4,110.13,-73.13,16.1,true,GOOD,false
LK-0285,ND-0041,ND-0043,DV-0041,DV-0043,HF,3195,3.0,55699.2,122.43,-83.43,5.8,true,WARNING,false
LK-0286,ND-0047,ND-0053,DV-0047,DV-0053,HF,3195,3.0,55814.1,111.23,-82.23,7.0,true,WARNING,false
LK-0287,ND-0021,ND-0156,DV-0021,DV-0156,VUHF,31325,25.0,55890.7,109.19,-68.19,38.83,true,EXCELLENT,false
LK-0288,ND-0050,ND-0053,DV-0050,DV-0053,HF,3195,3.0,55909.1,117.23,-88.23,1.0,true,FAULT,false
LK-0289,ND-0013,ND-0153,DV-0013,DV-0153,VUHF,31325,25.0,56272.1,134.08,-97.08,9.94,true,WARNING,false
LK-0290,ND-0093,ND-0094,DV-0093,DV-0094,VUHF,31325,25.0,56297.0,111.7,-66.7,40.32,true,EXCELLENT,false
LK-0291,ND-0070,ND-0109,DV-0070,DV-0109,VUHF,30125,25.0,56409.1,111.25,-70.25,36.77,true,EXCELLENT,false
LK-0292,ND-0023,ND-0037,DV-0023,DV-0037,HF,3195,3.0,56829.1,110.13,-73.13,16.1,true,GOOD,false
LK-0293,ND-0003,ND-0006,DV-0003,DV-0006,HF,3195,3.0,56842.8,110.13,-50.13,39.1,true,EXCELLENT,false
LK-0294,ND-0038,ND-0052,DV-0038,DV-0052,HF,3195,3.0,56889.8,122.97,-79.97,9.26,true,WARNING,false
LK-0295,ND-0029,ND-0058,DV-0029,DV-0058,HF,3195,3.0,56928.2,110.13,-73.13,16.1,true,GOOD,false
LK-0296,ND-0015,ND-0129,DV-0015,DV-0129,VUHF,31325,25.0,57114.1,98.34,-57.34,49.68,true,EXCELLENT,false
LK-0297,ND-0016,ND-0089,DV-0016,DV-0089,VUHF,31325,25.0,57123.1,98.34,-51.34,55.68,true,EXCELLENT,false
LK-0298,ND-0008,ND-0029,DV-0008,DV-0029,HF,3195,3.0,57392.5,110.13,-73.13,16.1,true,GOOD,false
LK-0299,ND-0008,ND-0040,DV-0008,DV-0040,HF,3195,3.0,57584.9,110.13,-73.13,16.1,true,GOOD,false
LK-0300,ND-0029,ND-0030,DV-0029,DV-0030,HF,3195,3.0,57677.4,110.13,-77.13,12.1,true,GOOD,false
LK-0301,ND-0021,ND-0109,DV-0021,DV-0109,VUHF,31325,25.0,57708.7,106.57,-61.57,45.45,true,EXCELLENT,false
LK-0302,ND-0121,ND-0154,DV-0121,DV-0154,VUHF,30125,25.0,57753.1,105.14,-71.14,35.88,true,EXCELLENT,false
LK-0303,ND-0085,ND-0143,DV-0085,DV-0143,VUHF,30125,25.0,57762.3,120.47,-68.47,38.55,true,EXCELLENT,false
LK-0304,ND-0086,ND-0145,DV-0086,DV-0145,VUHF,31325,25.0,57773.0,105.56,-70.56,36.46,true,EXCELLENT,false
LK-0305,ND-0013,ND-0088,DV-0013,DV-0088,VUHF,31325,25.0,57857.3,134.5,-103.5,3.52,true,WARNING,false
LK-0306,ND-0027,ND-0053,DV-0027,DV-0053,HF,3195,3.0,57889.8,110.13,-77.13,12.1,true,GOOD,false
LK-0307,ND-0053,ND-0056,DV-0053,DV-0056,HF,3195,3.0,58268.0,123.57,-94.57,-5.34,false,FAULT,false
LK-0308,ND-0057,ND-0060,DV-0057,DV-0060,HF,3195,3.0,58374.7,112.18,-79.18,10.05,true,GOOD,false
LK-0309,ND-0025,ND-0036,DV-0025,DV-0036,HF,3195,3.0,59009.6,112.41,-79.41,9.82,true,WARNING,false
LK-0310,ND-0036,ND-0065,DV-0036,DV-0065,HF,3195,3.0,59102.9,110.13,-73.13,16.09,true,GOOD,false
LK-0311,ND-0028,ND-0037,DV-0028,DV-0037,HF,3195,3.0,59340.1,110.13,-73.13,16.09,true,GOOD,false
LK-0312,ND-0113,ND-0144,DV-0113,DV-0144,VUHF,31325,25.0,59479.4,110.72,-72.72,34.3,true,EXCELLENT,false
LK-0313,ND-0121,ND-0155,DV-0121,DV-0155,VUHF,30125,25.0,59563.2,125.84,-91.84,15.18,true,GOOD,false
LK-0314,ND-0029,ND-0039,DV-0029,DV-0039,HF,3195,3.0,59654.4,110.14,-73.14,16.09,true,GOOD,false
LK-0315,ND-0153,ND-0155,DV-0153,DV-0155,VUHF,31325,25.0,59793.6,134.0,-100.0,7.02,true,WARNING,false
LK-0316,ND-0053,ND-0060,DV-0053,DV-0060,HF,3195,3.0,60131.9,112.81,-83.81,5.42,true,WARNING,false
LK-0317,ND-0093,ND-0102,DV-0093,DV-0102,VUHF,31325,25.0,60183.9,112.42,-67.42,39.6,true,EXCELLENT,false
LK-0318,ND-0052,ND-0066,DV-0052,DV-0066,HF,3195,3.0,60272.2,112.86,-79.86,9.37,true,WARNING,false
LK-0319,ND-0037,ND-0059,DV-0037,DV-0059,HF,3195,3.0,60284.1,110.14,-73.14,16.09,true,GOOD,false
LK-0320,ND-0014,ND-0108,DV-0014,DV-0108,VUHF,31325,25.0,60388.2,126.09,-87.09,19.93,true,GOOD,false
LK-0321,ND-0038,ND-0061,DV-0038,DV-0061,HF,3195,3.0,60574.1,112.97,-83.97,5.26,true,WARNING,false
LK-0322,ND-0002,ND-0029,DV-0002,DV-0029,HF,3195,3.0,60587.4,110.14,-73.14,16.09,true,GOOD,false
LK-0323,ND-0029,ND-0050,DV-0029,DV-0050,HF,3195,3.0,60592.0,112.97,-79.97,9.26,true,WARNING,false
LK-0324,ND-0043,ND-0053,DV-0043,DV-0053,HF,3195,3.0,61262.8,113.21,-84.21,5.02,true,WARNING,false
LK-0325,ND-0026,ND-0041,DV-0026,DV-0041,HF,3195,3.0,61385.3,113.25,-70.25,18.98,true,GOOD,false
LK-0326,ND-0029,ND-0046,DV-0029,DV-0046,HF,3195,3.0,61391.4,110.14,-73.14,16.09,true,GOOD,false
LK-0327,ND-0013,ND-0116,DV-0013,DV-0116,VUHF,31325,25.0,61513.8,124.4,-87.4,19.62,true,GOOD,false
LK-0328,ND-0067,ND-0101,DV-0067,DV-0101,VUHF,30125,25.0,61779.6,132.95,-93.95,13.07,true,GOOD,false
LK-0329,ND-0125,ND-0156,DV-0125,DV-0156,VUHF,30125,25.0,61812.6,105.32,-68.32,38.7,true,EXCELLENT,false
LK-0330,ND-0025,ND-0047,DV-0025,DV-0047,HF,3195,3.0,62186.2,125.24,-86.24,2.99,true,FAULT,false
LK-0331,ND-0026,ND-0053,DV-0026,DV-0053,HF,3195,3.0,62255.3,125.27,-96.27,-7.04,false,FAULT,false
LK-0332,ND-0069,ND-0078,DV-0069,DV-0078,VUHF,31325,25.0,62331.5,112.78,-69.78,37.24,true,EXCELLENT,false
LK-0333,ND-0073,ND-0155,DV-0073,DV-0155,VUHF,30125,25.0,62494.7,124.26,-90.26,16.76,true,GOOD,false
LK-0334,ND-0050,ND-0061,DV-0050,DV-0061,HF,3195,3.0,62799.6,113.74,-84.74,4.49,true,WARNING,false
LK-0335,ND-0037,ND-0064,DV-0037,DV-0064,HF,3195,3.0,62930.6,110.14,-73.14,16.09,true,GOOD,false
LK-0336,ND-0036,ND-0062,DV-0036,DV-0062,HF,3195,3.0,63060.3,113.83,-80.83,8.4,true,WARNING,false
LK-0337,ND-0012,ND-0085,DV-0012,DV-0085,VUHF,31325,25.0,63097.9,109.61,-61.61,45.41,true,EXCELLENT,false
LK-0338,ND-0031,ND-0045,DV-0031,DV-0045,HF,3195,3.0,63233.6,110.14,-73.14,16.09,true,GOOD,false
LK-0339,ND-0014,ND-0096,DV-0014,DV-0096,VUHF,31325,25.0,63489.6,126.03,-87.03,19.99,true,GOOD,false
LK-0340,ND-0057,ND-0066,DV-0057,DV-0066,HF,3195,3.0,63527.7,113.99,-80.99,8.24,true,WARNING,false
LK-0341,ND-0025,ND-0056,DV-0025,DV-0056,HF,3195,3.0,63594.9,114.01,-75.01,14.21,true,GOOD,false
LK-0342,ND-0013,ND-0109,DV-0013,DV-0109,VUHF,31325,25.0,63608.9,120.74,-79.74,27.28,true,EXCELLENT,false
LK-0343,ND-0069,ND-0083,DV-0069,DV-0083,VUHF,31325,25.0,63703.9,103.22,-62.22,44.8,true,EXCELLENT,false
LK-0344,ND-0064,ND-0066,DV-0064,DV-0066,HF,3195,3.0,63769.7,110.14,-73.14,16.09,true,GOOD,false
LK-0345,ND-0026,ND-0052,DV-0026,DV-0052,HF,3195,3.0,63939.8,114.13,-71.13,18.1,true,GOOD,false
LK-0346,ND-0025,ND-0027,DV-0025,DV-0027,HF,3195,3.0,64175.2,110.14,-73.14,16.09,true,GOOD,false
LK-0347,ND-0069,ND-0100,DV-0069,DV-0100,VUHF,31325,25.0,64200.4,107.06,-73.06,33.96,true,EXCELLENT,false
LK-0348,ND-0036,ND-0038,DV-0036,DV-0038,HF,3195,3.0,64588.0,114.35,-81.35,7.88,true,WARNING,false
LK-0349,ND-0008,ND-0053,DV-0008,DV-0053,HF,3195,3.0,64599.5,110.14,-77.14,12.09,true,GOOD,false
LK-0350,ND-0133,ND-0155,DV-0133,DV-0155,VUHF,31325,25.0,64615.2,127.19,-93.19,13.83,true,GOOD,false
LK-0351,ND-0105,ND-0138,DV-0105,DV-0138,VUHF,31325,25.0,64766.7,113.26,-75.26,31.76,true,EXCELLENT,false
LK-0352,ND-0101,ND-0127,DV-0101,DV-0127,VUHF,31325,25.0,64824.0,130.16,-95.16,11.86,true,GOOD,false
LK-0353,ND-0037,ND-0062,DV-0037,DV-0062,HF,3195,3.0,64858.7,110.14,-77.14,12.09,true,GOOD,false
LK-0354,ND-0001,ND-0037,DV-0001,DV-0037,HF,3195,3.0,65115.9,110.14,-73.14,16.09,true,GOOD,false
LK-0355,ND-0116,ND-0153,DV-0116,DV-0153,VUHF,31325,25.0,65223.6,114.86,-77.86,29.16,true,EXCELLENT,false
LK-0356,ND-0127,ND-0153,DV-0127,DV-0153,VUHF,31325,25.0,65346.8,131.29,-97.29,9.73,true,WARNING,false
LK-0357,ND-0014,ND-0081,DV-0014,DV-0081,VUHF,31325,25.0,65363.1,125.39,-90.39,16.63,true,GOOD,false
LK-0358,ND-0025,ND-0060,DV-0025,DV-0060,HF,3195,3.0,65394.5,114.62,-81.62,7.61,true,WARNING,false
LK-0359,ND-0116,ND-0137,DV-0116,DV-0137,VUHF,31325,25.0,65461.3,106.51,-69.51,37.51,true,EXCELLENT,false
LK-0360,ND-0134,ND-0149,DV-0134,DV-0149,VUHF,31325,25.0,65480.9,106.92,-63.92,43.11,true,EXCELLENT,false
LK-0361,ND-0112,ND-0141,DV-0112,DV-0141,VUHF,31325,25.0,65503.5,107.32,-66.32,40.71,true,EXCELLENT,false
LK-0362,ND-0060,ND-0062,DV-0060,DV-0062,HF,3195,3.0,65644.0,114.7,-81.7,7.53,true,WARNING,false
LK-0363,ND-0038,ND-0060,DV-0038,DV-0060,HF,3195,3.0,65658.2,114.71,-81.71,7.52,true,WARNING,false
LK-0364,ND-0081,ND-0107,DV-0081,DV-0107,VUHF,31325,25.0,65679.5,116.77,-85.77,21.25,true,EXCELLENT,false
LK-0365,ND-0026,ND-0029,DV-0026,DV-0029,HF,3195,3.0,66201.5,126.87,-93.87,-4.64,false,FAULT,false
LK-0366,ND-0097,ND-0140,DV-0097,DV-0140,VUHF,31325,25.0,66621.0,108.6,-77.6,29.42,true,EXCELLENT,false
LK-0367,ND-0014,ND-0140,DV-0014,DV-0140,VUHF,31325,25.0,66689.7,127.41,-92.41,14.61,true,GOOD,false
LK-0368,ND-0051,ND-0053,DV-0051,DV-0053,HF,3195,3.0,66774.5,115.08,-86.08,3.15,true,WARNING,false
LK-0369,ND-0093,ND-0155,DV-0093,DV-0155,VUHF,31325,25.0,66921.9,133.41,-99.41,7.62,true,WARNING,false
LK-0370,ND-0036,ND-0066,DV-0036,DV-0066,HF,3195,3.0,67184.7,127.26,-94.26,-5.03,false,FAULT,false
LK-0371,ND-0025,ND-0043,DV-0025,DV-0043,HF,3195,3.0,67628.1,127.43,-88.43,0.8,true,FAULT,false
LK-0372,ND-0093,ND-0099,DV-0093,DV-0099,VUHF,31325,25.0,67820.6,128.21,-87.21,19.81,true,GOOD,false
LK-0373,ND-0045,ND-0063,DV-0045,DV-0063,HF,3195,3.0,67874.0,110.15,-73.15,16.08,true,GOOD,false
LK-0374,ND-0097,ND-0106,DV-0097,DV-0106,VUHF,31325,25.0,68201.4,107.34,-66.34,40.68,true,EXCELLENT,false
LK-0375,ND-0056,ND-0066,DV-0056,DV-0066,HF,3195,3.0,68391.8,115.6,-82.6,6.63,true,WARNING,false
LK-0376,ND-0005,ND-0045,DV-0005,DV-0045,HF,3195,3.0,68548.0,110.15,-73.15,16.08,true,GOOD,false
LK-0377,ND-0068,ND-0081,DV-0068,DV-0081,VUHF,31325,25.0,68716.5,113.62,-78.62,28.4,true,EXCELLENT,false
LK-0378,ND-0060,ND-0066,DV-0060,DV-0066,HF,3195,3.0,69118.7,115.83,-82.83,6.39,true,WARNING,false
LK-0379,ND-0030,ND-0064,DV-0030,DV-0064,HF,3195,3.0,69156.6,110.15,-73.15,16.08,true,GOOD,false
LK-0380,ND-0072,ND-0150,DV-0072,DV-0150,VUHF,31325,25.0,69172.6,119.75,-88.75,18.27,true,GOOD,false
LK-0381,ND-0010,ND-0145,DV-0010,DV-0145,VUHF,31325,25.0,69425.9,116.19,-85.19,21.83,true,EXCELLENT,false
LK-0382,ND-0013,ND-0081,DV-0013,DV-0081,VUHF,31325,25.0,69541.4,130.04,-99.04,7.98,true,WARNING,false
LK-0383,ND-0111,ND-0117,DV-0111,DV-0117,VUHF,31325,25.0,69549.6,109.28,-68.28,38.74,true,EXCELLENT,false
LK-0384,ND-0030,ND-0057,DV-0030,DV-0057,HF,3195,3.0,69552.8,110.15,-77.15,12.08,true,GOOD,false
LK-0385,ND-0037,ND-0052,DV-0037,DV-0052,HF,3195,3.0,69563.7,110.15,-77.15,12.08,true,GOOD,false
LK-0386,ND-0072,ND-0126,DV-0072,DV-0126,VUHF,31325,25.0,69675.8,113.36,-78.36,28.66,true,EXCELLENT,false
LK-0387,ND-0003,ND-0053,DV-0003,DV-0053,HF,3195,3.0,69908.9,110.15,-77.15,12.08,true,GOOD,false
LK-0388,ND-0127,ND-0133,DV-0127,DV-0133,VUHF,31325,25.0,70027.9,121.03,-87.03,19.99,true,GOOD,false
LK-0389,ND-0014,ND-0120,DV-0014,DV-0120,VUHF,31325,25.0,70521.2,136.01,-84.01,23.01,true,EXCELLENT,false
LK-0390,ND-0097,ND-0154,DV-0097,DV-0154,VUHF,31325,25.0,70663.5,107.85,-70.85,36.17,true,EXCELLENT,false
LK-0391,ND-0026,ND-0061,DV-0026,DV-0061,HF,3195,3.0,70746.7,116.35,-87.35,1.88,true,FAULT,false
LK-0392,ND-0081,ND-0115,DV-0081,DV-0115,VUHF,31325,25.0,70761.4,113.09,-78.09,28.93,true,EXCELLENT,false
LK-0393,ND-0016,ND-0128,DV-0016,DV-0128,VUHF,31325,25.0,70870.1,115.36,-77.36,29.66,true,EXCELLENT,false
LK-0394,ND-0081,ND-0155,DV-0081,DV-0155,VUHF,31325,25.0,71006.2,131.62,-100.62,6.4,true,WARNING,false
