device_id,node_id,model_id,antenna_id,antenna_height_m,tilt_deg,azimuth_deg,tx_power_dbm,work_freq_khz,status,install_time
DV-0240,ND-0043,DM-0011,AM-0011,6.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0241,ND-0043,DM-0011,AM-0011,6.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0242,ND-0043,DM-0011,AM-0011,5.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0243,ND-0043,DM-0011,AM-0011,7.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0244,ND-0044,DM-0003,AM-0001,4.9,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0245,ND-0044,DM-0011,AM-0011,7.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0246,ND-0044,DM-0011,AM-0011,4.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0247,ND-0044,DM-0011,AM-0011,7.2,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0248,ND-0044,DM-0011,AM-0011,6.1,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0249,ND-0045,DM-0003,AM-0002,5.2,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0250,ND-0045,DM-0011,AM-0011,4.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0251,ND-0045,DM-0011,AM-0011,5.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0252,ND-0045,DM-0011,AM-0011,7.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0253,ND-0045,DM-0011,AM-0011,4.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0254,ND-0046,DM-0003,AM-0001,7.4,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0255,ND-0046,DM-0011,AM-0011,4.1,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0256,ND-0046,DM-0011,AM-0011,4.1,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0257,ND-0046,DM-0011,AM-0011,7.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0258,ND-0046,DM-0011,AM-0011,5.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0259,ND-0047,DM-0003,AM-0001,7.1,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0260,ND-0047,DM-0011,AM-0011,5.2,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0261,ND-0047,DM-0011,AM-0011,7.1,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0262,ND-0047,DM-0011,AM-0011,7.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0263,ND-0047,DM-0011,AM-0011,4.8,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0264,ND-0048,DM-0003,AM-0001,6.2,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0265,ND-0048,DM-0011,AM-0011,4.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0266,ND-0048,DM-0011,AM-0011,4.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0267,ND-0048,DM-0011,AM-0011,6.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0268,ND-0048,DM-0011,AM-0011,4.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0269,ND-0049,DM-0003,AM-0002,4.4,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0270,ND-0049,DM-0011,AM-0011,5.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0271,ND-0049,DM-0011,AM-0011,6.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0272,ND-0049,DM-0011,AM-0011,6.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0273,ND-0049,DM-0011,AM-0011,6.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0274,ND-0050,DM-0003,AM-0001,7.0,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0275,ND-0050,DM-0011,AM-0011,4.1,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0276,ND-0050,DM-0011,AM-0011,6.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0277,ND-0050,DM-0011,AM-0011,6.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0278,ND-0050,DM-0011,AM-0011,7.8,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0279,ND-0051,DM-0011,AM-0011,4.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0280,ND-0052,DM-0011,AM-0011,5.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0281,ND-0053,DM-0011,AM-0011,7.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0282,ND-0054,DM-0011,AM-0011,4.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0283,ND-0055,DM-0011,AM-0011,4.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0284,ND-0056,DM-0011,AM-0011,6.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0285,ND-0057,DM-0011,AM-0011,7.8,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0286,ND-0058,DM-0011,AM-0011,6.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0287,ND-0059,DM-0011,AM-0011,5.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0288,ND-0060,DM-0011,AM-0011,6.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0289,ND-0061,DM-0011,AM-0011,4.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0290,ND-0062,DM-0011,AM-0011,5.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0291,ND-0063,DM-0011,AM-0011,6.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0292,ND-0064,DM-0011,AM-0011,6.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0293,ND-0065,DM-0011,AM-0011,7.2,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0294,ND-0066,DM-0011,AM-0011,3.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0295,ND-0067,DM-0011,AM-0011,7.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0296,ND-0068,DM-0011,AM-0011,5.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0297,ND-0069,DM-0011,AM-0011,7.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0298,ND-0070,DM-0011,AM-0011,4.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0299,ND-0071,DM-0011,AM-0011,7.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0300,ND-0072,DM-0011,AM-0011,6.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0301,ND-0073,DM-0011,AM-0011,3.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0302,ND-0074,DM-0011,AM-0011,5.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0303,ND-0075,DM-0011,AM-0011,7.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0304,ND-0076,DM-0011,AM-0011,6.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0305,ND-0077,DM-0011,AM-0011,4.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0306,ND-0078,DM-0011,AM-0011,5.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0307,ND-0079,DM-0011,AM-0011,6.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0308,ND-0080,DM-0011,AM-0011,4.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0309,ND-0081,DM-0011,AM-0011,5.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0310,ND-0082,DM-0011,AM-0011,6.8,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0311,ND-0083,DM-0011,AM-0011,3.8,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0312,ND-0084,DM-0011,AM-0011,4.8,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0313,ND-0085,DM-0011,AM-0011,7.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0314,ND-0086,DM-0011,AM-0011,3.8,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0315,ND-0087,DM-0011,AM-0011,3.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0316,ND-0088,DM-0011,AM-0011,5.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0317,ND-0089,DM-0011,AM-0011,5.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0318,ND-0090,DM-0011,AM-0011,6.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0319,ND-0091,DM-0011,AM-0011,6.1,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0320,ND-0092,DM-0011,AM-0011,7.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0321,ND-0093,DM-0011,AM-0011,7.2,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0322,ND-0094,DM-0011,AM-0011,7.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0323,ND-0095,DM-0011,AM-0011,5.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0324,ND-0096,DM-0011,AM-0011,6.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0325,ND-0097,DM-0011,AM-0011,6.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0326,ND-0098,DM-0011,AM-0011,5.8,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0327,ND-0099,DM-0011,AM-0011,7.2,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0328,ND-0100,DM-0011,AM-0011,6.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0329,ND-0101,DM-0011,AM-0011,7.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0330,ND-0102,DM-0011,AM-0011,7.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0331,ND-0103,DM-0011,AM-0011,5.2,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0332,ND-0104,DM-0011,AM-0011,6.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0333,ND-0105,DM-0011,AM-0011,7.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0334,ND-0106,DM-0011,AM-0011,6.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0335,ND-0107,DM-0003,AM-0002,7.5,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0336,ND-0107,DM-0003,AM-0002,4.6,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0337,ND-0107,DM-0003,AM-0001,4.9,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0338,ND-0107,DM-0003,AM-0001,6.4,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0339,ND-0108,DM-0003,AM-0001,5.5,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0340,ND-0108,DM-0003,AM-0001,6.5,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0341,ND-0108,DM-0003,AM-0002,6.6,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0342,ND-0108,DM-0003,AM-0002,5.3,,,56.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0343,ND-0109,DM-0001,AM-0001,5.0,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0344,ND-0109,DM-0001,AM-0002,6.8,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0345,ND-0109,DM-0001,AM-0002,5.8,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0346,ND-0109,DM-0001,AM-0002,6.0,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0347,ND-0110,DM-0001,AM-0002,4.6,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0348,ND-0110,DM-0001,AM-0002,7.8,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0349,ND-0110,DM-0001,AM-0001,4.3,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0350,ND-0110,DM-0001,AM-0002,7.5,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0351,ND-0111,DM-0001,AM-0001,5.7,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0352,ND-0111,DM-0001,AM-0002,7.7,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0353,ND-0111,DM-0001,AM-0001,6.5,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0354,ND-0111,DM-0001,AM-0001,3.6,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0355,ND-0112,DM-0001,AM-0002,5.6,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0356,ND-0112,DM-0001,AM-0001,6.5,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0357,ND-0112,DM-0001,AM-0002,6.1,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0358,ND-0112,DM-0001,AM-0001,4.8,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0359,ND-0113,DM-0001,AM-0002,5.0,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0360,ND-0113,DM-0001,AM-0002,6.0,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0361,ND-0113,DM-0001,AM-0002,6.5,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0362,ND-0113,DM-0001,AM-0001,6.9,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0363,ND-0114,DM-0001,AM-0001,7.0,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0364,ND-0114,DM-0001,AM-0002,6.2,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0365,ND-0114,DM-0001,AM-0002,4.0,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0366,ND-0114,DM-0001,AM-0002,7.7,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0367,ND-0115,DM-0001,AM-0002,7.6,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0368,ND-0115,DM-0001,AM-0002,6.1,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0369,ND-0115,DM-0001,AM-0002,5.9,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0370,ND-0115,DM-0001,AM-0001,6.2,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0371,ND-0116,DM-0001,AM-0001,3.5,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0372,ND-0116,DM-0001,AM-0002,7.2,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0373,ND-0116,DM-0001,AM-0001,5.7,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0374,ND-0116,DM-0001,AM-0001,4.9,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0375,ND-0117,DM-0001,AM-0001,6.8,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0376,ND-0117,DM-0001,AM-0002,5.8,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0377,ND-0117,DM-0001,AM-0001,6.7,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0378,ND-0117,DM-0001,AM-0001,5.8,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0379,ND-0118,DM-0001,AM-0001,4.1,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0380,ND-0118,DM-0001,AM-0002,4.3,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0381,ND-0118,DM-0001,AM-0002,6.4,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0382,ND-0118,DM-0001,AM-0001,6.4,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0383,ND-0119,DM-0001,AM-0002,4.4,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0384,ND-0119,DM-0001,AM-0002,7.0,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0385,ND-0119,DM-0001,AM-0002,3.6,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0386,ND-0119,DM-0001,AM-0002,5.5,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0387,ND-0120,DM-0001,AM-0001,6.0,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0388,ND-0120,DM-0001,AM-0001,5.0,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0389,ND-0120,DM-0001,AM-0001,6.6,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0390,ND-0120,DM-0001,AM-0001,4.4,,,51.8,,NORMAL,2026-09-08T08:00:00+08:00
DV-0391,ND-0121,DM-0001,AM-0001,2.2,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0392,ND-0121,DM-0001,AM-0001,1.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0393,ND-0122,DM-0001,AM-0002,2.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0394,ND-0122,DM-0001,AM-0002,2.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0395,ND-0123,DM-0001,AM-0001,2.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0396,ND-0123,DM-0001,AM-0001,2.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0397,ND-0124,DM-0001,AM-0001,2.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0398,ND-0124,DM-0001,AM-0001,1.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0399,ND-0125,DM-0001,AM-0001,2.7,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0400,ND-0125,DM-0001,AM-0001,2.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0401,ND-0126,DM-0001,AM-0002,2.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0402,ND-0126,DM-0001,AM-0001,1.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0403,ND-0127,DM-0001,AM-0002,2.6,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0404,ND-0127,DM-0001,AM-0001,2.4,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0405,ND-0128,DM-0001,AM-0002,2.5,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0406,ND-0128,DM-0001,AM-0002,2.2,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0407,ND-0129,DM-0001,AM-0001,1.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0408,ND-0129,DM-0001,AM-0002,2.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0409,ND-0130,DM-0001,AM-0002,2.3,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0410,ND-0130,DM-0001,AM-0002,1.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0411,ND-0131,DM-0001,AM-0002,3.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0412,ND-0131,DM-0001,AM-0002,2.8,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0413,ND-0132,DM-0001,AM-0001,2.0,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
DV-0414,ND-0132,DM-0001,AM-0002,1.9,,,43.0,,NORMAL,2026-09-08T08:00:00+08:00
