site_id,lon,lat,elevation_m,slope_deg,landcover_type,nearest_road_distance_m,nearest_node_distance_m,candidate_role,is_deployable,recommendation_level,score,reject_reason,source,remark
CS-0277,114.996993,37.530835,29.0,0.32,耕地,0.0,35440.4,MOBILE_STATION,true,A,70.25,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0278,115.195012,37.553292,29.0,0.32,耕地,0.0,49361.6,MOBILE_STATION,true,A,70.25,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0279,115.398689,37.593716,25.0,0.0,耕地,0.0,61629.8,MOBILE_STATION,true,A,70.25,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0280,115.217643,37.620666,29.0,0.32,耕地,0.0,48878.9,MOBILE_STATION,true,A,70.25,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0281,115.206328,37.647615,29.0,0.32,耕地,0.0,47264.8,MOBILE_STATION,true,A,70.25,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0282,115.308166,37.701514,29.0,0.32,耕地,0.0,55470.9,MOBILE_STATION,true,A,70.25,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0283,115.025281,37.279308,29.0,0.0,耕地,0.0,19684.7,MOBILE_STATION,true,A,70.24,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0284,114.810289,37.548801,33.0,0.64,耕地,0.0,22823.1,MOBILE_STATION,true,A,70.22,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0285,114.855551,37.270324,30.0,0.32,林地,0.0,19870.2,MOBILE_STATION,true,A,70.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0286,115.308166,37.346681,30.0,0.45,耕地,0.0,33200.5,MOBILE_STATION,true,A,70.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0287,115.12712,37.351172,30.0,0.45,耕地,0.0,30678.6,MOBILE_STATION,true,A,70.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0288,115.05357,37.364647,30.0,0.45,林地,0.0,29488.0,MOBILE_STATION,true,A,70.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0289,115.27422,37.405071,30.0,0.45,耕地,0.0,38217.9,MOBILE_STATION,true,A,70.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0290,115.172381,37.427529,30.0,0.45,耕地,0.0,39160.9,MOBILE_STATION,true,A,70.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0291,114.985678,37.445495,30.0,0.45,耕地,0.0,37294.6,MOBILE_STATION,true,A,70.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0292,115.087516,37.557784,30.0,0.45,耕地,0.0,40569.6,MOBILE_STATION,true,A,70.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0293,114.61227,37.207443,47.0,0.0,耕地,0.0,18448.2,MOBILE_STATION,true,A,70.18,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0294,114.793316,37.2299,29.0,0.0,耕地,0.0,19623.3,MOBILE_STATION,true,A,70.18,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0295,115.076201,37.261341,31.0,0.32,耕地,0.0,19791.5,MOBILE_STATION,true,A,70.18,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0296,115.359085,37.25685,28.0,0.32,林地,0.0,25060.9,MOBILE_STATION,true,A,70.17,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0297,114.912127,37.324223,28.0,0.32,耕地,0.0,24050.5,MOBILE_STATION,true,A,70.17,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0298,114.923443,37.369139,28.0,0.32,耕地,0.0,28868.5,MOBILE_STATION,true,A,70.17,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0299,115.404347,37.369139,28.0,0.32,林地,0.0,38138.8,MOBILE_STATION,true,A,70.17,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0300,115.115805,37.467953,28.0,0.32,耕地,0.0,42121.3,MOBILE_STATION,true,A,70.17,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0301,115.251589,37.548801,32.0,0.64,耕地,0.0,53351.8,MOBILE_STATION,true,A,70.15,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0302,114.301096,37.867701,171.0,1.35,草地,0.0,14749.4,MOBILE_STATION,true,A,70.15,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0303,114.866866,37.494902,33.0,0.71,耕地,0.0,30546.4,MOBILE_STATION,true,A,70.14,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0304,115.025281,37.346681,29.0,0.45,耕地,0.0,26910.7,MOBILE_STATION,true,A,70.11,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0305,114.866866,37.396088,29.0,0.45,耕地,0.0,32697.9,MOBILE_STATION,true,A,70.11,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0306,115.268562,37.481428,29.0,0.45,耕地,0.0,46299.4,MOBILE_STATION,true,A,70.11,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0307,114.889497,37.593716,29.0,0.45,耕地,0.0,23669.1,MOBILE_STATION,true,A,70.11,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0308,115.398689,37.764396,29.0,0.45,耕地,0.0,63490.8,MOBILE_STATION,true,A,70.11,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0309,115.370401,37.391596,27.0,0.32,耕地,0.0,39560.7,MOBILE_STATION,true,A,70.09,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0310,114.974362,37.503885,27.0,0.32,耕地,0.0,35875.3,MOBILE_STATION,true,A,70.09,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0311,114.889497,37.51736,27.0,0.32,耕地,0.0,29688.2,MOBILE_STATION,true,A,70.09,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0312,115.138435,37.539818,27.0,0.32,耕地,0.0,45474.9,MOBILE_STATION,true,A,70.09,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0313,114.923443,37.485919,23.0,0.0,耕地,0.0,34289.3,MOBILE_STATION,true,A,70.08,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0314,114.821604,37.584733,32.0,0.71,耕地,0.0,20099.4,MOBILE_STATION,true,A,70.07,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0315,115.285535,37.728463,31.0,0.64,耕地,0.0,53407.7,MOBILE_STATION,true,A,70.07,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0316,114.453854,37.081679,87.0,0.9,林地,0.0,17220.7,MOBILE_STATION,true,A,70.05,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0317,115.217643,37.503885,28.0,0.45,耕地,0.0,47972.3,MOBILE_STATION,true,A,70.03,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0318,115.330797,37.521852,28.0,0.45,耕地,0.0,52101.2,MOBILE_STATION,true,A,70.03,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0319,114.368989,37.036764,126.0,3.55,耕地,250.0,23439.3,MOBILE_STATION,true,A,70.01,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0320,115.019624,37.43202,26.0,0.32,耕地,0.0,36138.5,MOBILE_STATION,true,A,70.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0321,115.285535,37.544309,26.0,0.32,耕地,0.0,53449.1,MOBILE_STATION,true,A,70.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0322,115.234616,37.57575,26.0,0.32,耕地,0.0,51729.8,MOBILE_STATION,true,A,70.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0323,115.393032,37.283799,30.0,0.64,耕地,0.0,29033.4,MOBILE_STATION,true,B,69.99,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0324,115.195012,37.319732,31.0,0.71,耕地,0.0,27411.1,MOBILE_STATION,true,B,69.99,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0325,115.195012,37.387105,31.0,0.71,耕地,0.0,34841.4,MOBILE_STATION,true,B,69.99,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0326,114.057815,37.557784,853.0,2.74,林地,0.0,1410.4,MOBILE_STATION,true,B,69.98,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0327,114.912127,37.414054,27.0,0.45,耕地,0.0,33942.6,MOBILE_STATION,true,B,69.95,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0328,114.957389,37.553292,27.0,0.45,耕地,0.0,31151.0,MOBILE_STATION,true,B,69.95,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0329,115.161066,37.607191,27.0,0.45,耕地,0.0,44482.3,MOBILE_STATION,true,B,69.95,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0330,115.330797,37.611683,27.0,0.45,耕地,0.0,58809.0,MOBILE_STATION,true,B,69.95,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0331,115.042254,37.485919,25.0,0.32,耕地,0.0,41681.8,MOBILE_STATION,true,B,69.92,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0332,114.940416,37.51736,25.0,0.32,耕地,0.0,32685.6,MOBILE_STATION,true,B,69.92,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0333,115.319482,37.548801,25.0,0.32,耕地,0.0,54679.0,MOBILE_STATION,true,B,69.92,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0334,114.934758,37.580242,38.0,1.27,耕地,0.0,27757.6,MOBILE_STATION,true,B,69.92,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0335,114.895154,37.647615,36.0,1.15,耕地,0.0,20954.2,MOBILE_STATION,true,B,69.91,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0336,114.946074,37.679056,36.0,1.15,耕地,0.0,24117.5,MOBILE_STATION,true,B,69.91,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0337,114.838577,37.840752,43.0,0.64,耕地,0.0,19048.6,MOBILE_STATION,true,B,69.9,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0338,114.069131,37.984482,305.0,1.94,林地,0.0,11555.1,RELAY,true,B,69.89,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0339,114.957389,37.467953,26.0,0.45,耕地,0.0,37741.4,MOBILE_STATION,true,B,69.87,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0340,115.291193,37.611683,26.0,0.45,耕地,0.0,55409.8,MOBILE_STATION,true,B,69.87,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0341,114.504773,37.216426,81.0,0.71,耕地,0.0,17096.5,MOBILE_STATION,true,B,69.84,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0342,114.810289,37.292782,29.0,0.71,耕地,0.0,24032.8,MOBILE_STATION,true,B,69.84,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0343,115.404347,37.328715,29.0,0.71,草地,0.0,33984.7,MOBILE_STATION,true,B,69.84,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0344,115.370401,37.360156,29.0,0.71,耕地,0.0,36208.2,MOBILE_STATION,true,B,69.84,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0345,114.244519,37.081679,314.0,2.84,耕地,0.0,12189.7,RELAY,true,B,69.83,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0346,114.318069,37.485919,164.0,0.64,耕地,0.0,13963.9,MOBILE_STATION,true,B,69.83,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0347,114.70845,37.521852,33.0,0.64,耕地,0.0,19634.7,MOBILE_STATION,true,B,69.83,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0348,115.404347,37.557784,24.0,0.32,耕地,0.0,58106.9,MOBILE_STATION,true,B,69.83,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0349,114.165312,37.759904,645.0,3.15,草地,0.0,6308.2,RELAY,true,B,69.82,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0350,115.342112,37.211934,34.0,1.01,林地,0.0,19882.6,MOBILE_STATION,true,B,69.79,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0351,114.957389,37.333206,25.0,0.45,林地,0.0,24721.3,MOBILE_STATION,true,B,69.78,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0352,115.019624,37.508377,25.0,0.45,草地,0.0,38554.6,MOBILE_STATION,true,B,69.78,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0353,115.110147,37.297274,28.0,0.71,耕地,0.0,24777.2,MOBILE_STATION,true,B,69.76,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0354,114.838577,37.414054,28.0,0.71,耕地,0.0,31917.1,MOBILE_STATION,true,B,69.76,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0355,114.849893,37.454478,28.0,0.71,耕地,0.0,32636.4,MOBILE_STATION,true,B,69.76,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0356,115.370401,37.836261,32.0,1.01,耕地,0.0,62061.7,MOBILE_STATION,true,B,69.76,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0357,115.285535,37.378122,27.0,0.64,耕地,0.0,35680.9,MOBILE_STATION,true,B,69.75,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0358,114.815947,37.445495,31.0,0.95,耕地,0.0,29647.5,MOBILE_STATION,true,B,69.74,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0359,115.144093,37.984482,43.0,0.0,耕地,250.0,49919.1,MOBILE_STATION,true,B,69.74,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0360,114.470827,36.982865,81.0,0.32,耕地,0.0,16601.9,MOBILE_STATION,true,B,69.72,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0361,115.370401,37.885668,30.0,0.9,耕地,0.0,63362.1,MOBILE_STATION,true,B,69.72,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0362,114.815947,37.953041,50.0,0.45,耕地,250.0,22186.2,MOBILE_STATION,true,B,69.71,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0363,115.376059,37.521852,24.0,0.45,耕地,0.0,53462.4,MOBILE_STATION,true,B,69.7,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0364,115.404347,37.679056,24.0,0.45,耕地,0.0,64085.0,MOBILE_STATION,true,B,69.7,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0365,114.702793,37.984482,59.0,0.45,耕地,0.0,17769.0,MOBILE_STATION,true,B,69.7,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0366,115.211985,37.894651,37.0,1.42,耕地,0.0,50519.8,MOBILE_STATION,true,B,69.69,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0367,114.946074,37.436512,27.0,0.71,耕地,0.0,36220.9,MOBILE_STATION,true,B,69.68,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0368,115.002651,37.836261,42.0,0.0,林地,250.0,31056.1,MOBILE_STATION,true,B,69.68,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0369,114.470827,37.108628,75.0,0.32,耕地,0.0,16825.7,MOBILE_STATION,true,B,69.67,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0370,114.770685,37.557784,35.0,1.31,耕地,0.0,20340.5,MOBILE_STATION,true,B,69.66,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0371,115.064885,37.607191,30.0,0.95,林地,0.0,36480.7,MOBILE_STATION,true,B,69.66,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0372,114.68582,37.45897,43.0,0.0,耕地,0.0,18170.1,MOBILE_STATION,true,B,69.64,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0373,114.448196,36.915492,75.0,0.32,耕地,250.0,18521.5,MOBILE_STATION,true,B,69.63,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0374,114.821604,37.247867,35.0,0.71,林地,0.0,19379.3,MOBILE_STATION,true,B,69.63,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0375,114.567008,37.189476,59.0,0.32,耕地,0.0,17565.0,MOBILE_STATION,true,B,69.62,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0376,114.748054,37.957533,54.0,0.32,耕地,0.0,17814.2,MOBILE_STATION,true,B,69.6,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0377,114.499116,37.265833,87.0,0.64,耕地,0.0,16527.4,MOBILE_STATION,true,B,69.59,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0378,115.189355,37.360156,28.0,0.9,耕地,0.0,31807.8,MOBILE_STATION,true,B,69.56,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0379,115.104489,37.643124,31.0,1.15,耕地,0.0,38606.3,MOBILE_STATION,true,B,69.54,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0380,114.0465,37.463461,821.0,2.72,草地,0.0,1866.7,MOBILE_STATION,true,B,69.53,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0381,115.008308,37.557784,29.0,1.01,耕地,0.0,34524.5,MOBILE_STATION,true,B,69.53,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0382,115.370401,37.566767,25.0,0.71,耕地,0.0,57954.2,MOBILE_STATION,true,B,69.51,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0383,114.883839,37.77787,38.0,0.64,耕地,0.0,18989.3,MOBILE_STATION,true,B,69.51,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0384,114.0465,37.220917,433.0,0.71,耕地,0.0,7303.0,RELAY,true,B,69.5,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0385,114.849893,37.988973,51.0,0.71,耕地,250.0,26902.8,MOBILE_STATION,true,B,69.5,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0386,114.583981,37.31524,59.0,0.64,耕地,0.0,17710.0,MOBILE_STATION,true,B,69.44,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0387,114.103077,37.607191,1036.0,3.2,草地,353.6,880.4,MOBILE_STATION,true,B,69.44,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0388,115.251589,37.80482,33.0,1.42,耕地,0.0,51162.3,MOBILE_STATION,true,B,69.4,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0389,114.674504,37.40058,46.0,0.32,耕地,0.0,18068.8,MOBILE_STATION,true,B,69.39,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0390,115.325139,37.57575,23.0,0.71,耕地,0.0,57698.5,MOBILE_STATION,true,B,69.34,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0391,114.533062,37.167019,62.0,0.0,耕地,0.0,16810.0,MOBILE_STATION,true,B,69.32,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0392,114.804631,37.872193,47.0,0.32,耕地,0.0,17946.6,MOBILE_STATION,true,B,69.32,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0393,115.144093,37.247867,30.0,0.45,耕地,0.0,19144.0,MOBILE_STATION,true,B,69.28,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0394,115.223301,37.530835,27.0,1.15,耕地,0.0,51007.9,MOBILE_STATION,true,B,69.22,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0395,114.889497,37.746429,38.0,0.64,耕地,0.0,18719.7,MOBILE_STATION,true,B,69.22,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0396,114.227546,37.86321,524.0,4.41,草地,0.0,9003.0,RELAY,true,B,69.22,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0397,114.623585,37.337698,58.0,1.01,耕地,0.0,17905.0,MOBILE_STATION,true,B,69.21,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0398,115.025281,37.755413,40.0,0.32,耕地,250.0,30693.8,MOBILE_STATION,true,B,69.21,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0399,114.170969,36.911,390.0,1.15,耕地,0.0,8286.0,RELAY,true,B,69.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0400,114.465169,37.17151,102.0,0.64,耕地,0.0,15528.2,MOBILE_STATION,true,B,69.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0401,115.268562,37.220917,35.0,0.9,林地,0.0,19125.1,MOBILE_STATION,true,B,69.17,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0402,115.353428,37.288291,29.0,1.35,耕地,0.0,28147.0,MOBILE_STATION,true,B,69.17,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0403,114.770685,37.930583,54.0,0.45,耕地,0.0,17497.1,MOBILE_STATION,true,B,69.13,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0404,115.064885,37.391596,29.0,1.42,耕地,0.0,32646.0,MOBILE_STATION,true,B,69.1,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0405,114.26715,37.872193,220.0,1.15,耕地,0.0,12151.5,MOBILE_STATION,true,B,69.1,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0406,114.244519,36.96939,170.0,0.32,耕地,250.0,14466.0,MOBILE_STATION,true,B,69.06,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0407,114.459512,37.009814,82.0,1.01,耕地,0.0,16607.6,MOBILE_STATION,true,B,69.06,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0408,114.272808,37.840752,252.0,3.18,耕地,0.0,13270.3,MOBILE_STATION,true,B,69.06,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0409,114.408593,37.342189,180.0,1.62,草地,0.0,13701.2,MOBILE_STATION,true,B,69.05,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0410,115.211985,37.737446,31.0,1.62,耕地,0.0,46954.2,MOBILE_STATION,true,B,69.05,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0411,114.61227,37.283799,48.0,1.01,耕地,250.0,21998.9,MOBILE_STATION,true,B,69.01,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0412,114.985678,37.279308,28.0,0.32,耕地,0.0,18901.4,MOBILE_STATION,true,B,69.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
