record_id,link_id,timestamp,snr_db,ber,packet_loss_rate,delay_ms,throughput_kbps,link_state
LM-000646,LK-0130,2026-09-08T08:02:00+08:00,86.81,1.00e-09,0.0,45.7,64.0,EXCELLENT
LM-000647,LK-0130,2026-09-08T08:35:00+08:00,86.28,1.00e-09,0.0,32.5,64.0,EXCELLENT
LM-000648,LK-0130,2026-09-08T09:06:00+08:00,85.43,1.00e-09,0.0,34.8,64.0,EXCELLENT
LM-000649,LK-0130,2026-09-08T09:36:00+08:00,79.79,1.00e-09,0.0,34.8,64.0,EXCELLENT
LM-000650,LK-0130,2026-09-08T10:10:00+08:00,82.41,1.00e-09,0.0,40.2,64.0,EXCELLENT
LM-000651,LK-0131,2026-09-08T08:08:00+08:00,75.96,1.00e-09,0.0,36.7,64.0,EXCELLENT
LM-000652,LK-0131,2026-09-08T08:37:00+08:00,80.84,1.00e-09,0.0,43.0,64.0,EXCELLENT
LM-000653,LK-0131,2026-09-08T09:07:00+08:00,77.7,1.00e-09,0.0,44.3,64.0,EXCELLENT
LM-000654,LK-0131,2026-09-08T09:37:00+08:00,75.37,1.00e-09,0.0,43.6,64.0,EXCELLENT
LM-000655,LK-0131,2026-09-08T10:09:00+08:00,76.49,1.00e-09,0.0,44.6,64.0,EXCELLENT
LM-000656,LK-0132,2026-09-08T08:04:00+08:00,77.96,1.00e-09,0.0,43.4,64.0,EXCELLENT
LM-000657,LK-0132,2026-09-08T08:32:00+08:00,75.25,1.00e-09,0.0,40.9,64.0,EXCELLENT
LM-000658,LK-0132,2026-09-08T09:01:00+08:00,78.72,1.00e-09,0.0,37.0,64.0,EXCELLENT
LM-000659,LK-0132,2026-09-08T09:41:00+08:00,75.08,1.00e-09,0.0,43.0,64.0,EXCELLENT
LM-000660,LK-0132,2026-09-08T10:06:00+08:00,81.23,1.00e-09,0.0,45.2,64.0,EXCELLENT
LM-000661,LK-0133,2026-09-08T08:04:00+08:00,71.66,1.00e-09,0.0,34.1,64.0,EXCELLENT
LM-000662,LK-0133,2026-09-08T08:37:00+08:00,79.71,1.00e-09,0.0,32.7,64.0,EXCELLENT
LM-000663,LK-0133,2026-09-08T09:07:00+08:00,74.62,1.00e-09,0.0,38.2,64.0,EXCELLENT
LM-000664,LK-0133,2026-09-08T09:35:00+08:00,81.11,1.00e-09,0.0,44.3,64.0,EXCELLENT
LM-000665,LK-0133,2026-09-08T10:01:00+08:00,82.19,1.00e-09,0.0,38.5,64.0,EXCELLENT
LM-000666,LK-0134,2026-09-08T08:03:00+08:00,75.21,1.00e-09,0.0,35.0,64.0,EXCELLENT
LM-000667,LK-0134,2026-09-08T08:36:00+08:00,71.96,1.00e-09,0.0,45.5,64.0,EXCELLENT
LM-000668,LK-0134,2026-09-08T09:09:00+08:00,71.95,1.00e-09,0.0,42.7,64.0,EXCELLENT
LM-000669,LK-0134,2026-09-08T09:31:00+08:00,76.67,1.00e-09,0.0,44.3,64.0,EXCELLENT
LM-000670,LK-0134,2026-09-08T10:04:00+08:00,70.59,1.00e-09,0.0,36.6,64.0,EXCELLENT
LM-000671,LK-0135,2026-09-08T08:06:00+08:00,76.63,1.00e-09,0.0,33.2,64.0,EXCELLENT
LM-000672,LK-0135,2026-09-08T08:33:00+08:00,80.03,1.00e-09,0.0,37.1,64.0,EXCELLENT
LM-000673,LK-0135,2026-09-08T09:11:00+08:00,71.44,1.00e-09,0.0,39.7,64.0,EXCELLENT
LM-000674,LK-0135,2026-09-08T09:32:00+08:00,78.01,1.00e-09,0.0,44.5,64.0,EXCELLENT
LM-000675,LK-0135,2026-09-08T10:11:00+08:00,80.25,1.00e-09,0.0,42.0,64.0,EXCELLENT
LM-000676,LK-0136,2026-09-08T08:04:00+08:00,56.94,1.00e-09,0.0,44.2,4.8,EXCELLENT
LM-000677,LK-0136,2026-09-08T08:32:00+08:00,48.88,1.00e-09,0.0001,40.0,4.8,EXCELLENT
LM-000678,LK-0136,2026-09-08T09:05:00+08:00,58.93,1.00e-09,0.0,43.3,4.8,EXCELLENT
LM-000679,LK-0136,2026-09-08T09:37:00+08:00,64.85,1.00e-09,0.0,43.8,4.8,EXCELLENT
LM-000680,LK-0136,2026-09-08T10:03:00+08:00,58.23,1.00e-09,0.0,38.5,4.8,EXCELLENT
LM-000681,LK-0137,2026-09-08T08:12:00+08:00,71.71,1.00e-09,0.0,33.8,64.0,EXCELLENT
LM-000682,LK-0137,2026-09-08T08:35:00+08:00,71.32,1.00e-09,0.0,40.1,64.0,EXCELLENT
LM-000683,LK-0137,2026-09-08T09:04:00+08:00,68.61,1.00e-09,0.0,37.8,64.0,EXCELLENT
LM-000684,LK-0137,2026-09-08T09:30:00+08:00,71.19,1.00e-09,0.0,38.6,64.0,EXCELLENT
LM-000685,LK-0137,2026-09-08T10:07:00+08:00,68.01,1.00e-09,0.0,43.6,64.0,EXCELLENT
LM-000686,LK-0138,2026-09-08T08:11:00+08:00,73.6,1.00e-09,0.0,32.4,4.8,EXCELLENT
LM-000687,LK-0138,2026-09-08T08:31:00+08:00,75.14,1.00e-09,0.0,39.9,4.8,EXCELLENT
LM-000688,LK-0138,2026-09-08T09:11:00+08:00,75.14,1.00e-09,0.0,34.0,4.8,EXCELLENT
LM-000689,LK-0138,2026-09-08T09:35:00+08:00,70.13,1.00e-09,0.0,33.3,4.8,EXCELLENT
LM-000690,LK-0138,2026-09-08T10:07:00+08:00,86.18,1.00e-09,0.0,35.3,4.8,EXCELLENT
LM-000691,LK-0139,2026-09-08T08:06:00+08:00,60.05,1.00e-09,0.0,36.1,4.8,EXCELLENT
LM-000692,LK-0139,2026-09-08T08:35:00+08:00,53.86,1.00e-09,0.0001,46.2,4.8,EXCELLENT
LM-000693,LK-0139,2026-09-08T09:01:00+08:00,67.38,1.00e-09,0.0,42.0,4.8,EXCELLENT
LM-000694,LK-0139,2026-09-08T09:38:00+08:00,56.88,1.00e-09,0.0,36.1,4.8,EXCELLENT
LM-000695,LK-0139,2026-09-08T10:05:00+08:00,69.61,1.00e-09,0.0,40.5,4.8,EXCELLENT
LM-000696,LK-0140,2026-09-08T08:05:00+08:00,81.86,1.00e-09,0.0,45.0,64.0,EXCELLENT
LM-000697,LK-0140,2026-09-08T08:35:00+08:00,78.3,1.00e-09,0.0,37.3,64.0,EXCELLENT
LM-000698,LK-0140,2026-09-08T09:00:00+08:00,77.07,1.00e-09,0.0,41.1,64.0,EXCELLENT
LM-000699,LK-0140,2026-09-08T09:30:00+08:00,79.09,1.00e-09,0.0,41.3,64.0,EXCELLENT
LM-000700,LK-0140,2026-09-08T10:01:00+08:00,86.58,1.00e-09,0.0,40.0,64.0,EXCELLENT
LM-000701,LK-0141,2026-09-08T08:03:00+08:00,75.75,1.00e-09,0.0,33.8,64.0,EXCELLENT
LM-000702,LK-0141,2026-09-08T08:41:00+08:00,71.77,1.00e-09,0.0,41.0,64.0,EXCELLENT
LM-000703,LK-0141,2026-09-08T09:12:00+08:00,78.97,1.00e-09,0.0,35.0,64.0,EXCELLENT
LM-000704,LK-0141,2026-09-08T09:33:00+08:00,81.87,1.00e-09,0.0,35.9,64.0,EXCELLENT
LM-000705,LK-0141,2026-09-08T10:11:00+08:00,80.58,1.00e-09,0.0,33.6,64.0,EXCELLENT
LM-000706,LK-0142,2026-09-08T08:11:00+08:00,44.79,1.00e-09,0.0003,45.2,4.8,EXCELLENT
LM-000707,LK-0142,2026-09-08T08:37:00+08:00,44.33,1.00e-09,0.0003,35.9,4.8,EXCELLENT
LM-000708,LK-0142,2026-09-08T09:05:00+08:00,55.69,1.00e-09,0.0,38.6,4.8,EXCELLENT
LM-000709,LK-0142,2026-09-08T09:38:00+08:00,52.45,1.00e-09,0.0001,36.3,4.8,EXCELLENT
LM-000710,LK-0142,2026-09-08T10:06:00+08:00,48.28,1.00e-09,0.0001,38.5,4.8,EXCELLENT
LM-000711,LK-0143,2026-09-08T08:05:00+08:00,76.7,1.00e-09,0.0,44.8,64.0,EXCELLENT
LM-000712,LK-0143,2026-09-08T08:39:00+08:00,79.24,1.00e-09,0.0,37.1,64.0,EXCELLENT
LM-000713,LK-0143,2026-09-08T09:01:00+08:00,77.53,1.00e-09,0.0,36.4,64.0,EXCELLENT
LM-000714,LK-0143,2026-09-08T09:36:00+08:00,79.3,1.00e-09,0.0,35.5,64.0,EXCELLENT
LM-000715,LK-0143,2026-09-08T10:10:00+08:00,83.05,1.00e-09,0.0,33.1,64.0,EXCELLENT
LM-000716,LK-0144,2026-09-08T08:06:00+08:00,58.14,1.00e-09,0.0,36.1,64.0,EXCELLENT
LM-000717,LK-0144,2026-09-08T08:32:00+08:00,51.9,1.00e-09,0.0001,41.3,64.0,EXCELLENT
LM-000718,LK-0144,2026-09-08T09:11:00+08:00,57.87,1.00e-09,0.0,33.6,64.0,EXCELLENT
LM-000719,LK-0144,2026-09-08T09:30:00+08:00,62.8,1.00e-09,0.0,35.2,64.0,EXCELLENT
LM-000720,LK-0144,2026-09-08T10:01:00+08:00,56.08,1.00e-09,0.0,45.5,64.0,EXCELLENT
LM-000721,LK-0145,2026-09-08T08:05:00+08:00,70.84,1.00e-09,0.0,36.9,4.8,EXCELLENT
LM-000722,LK-0145,2026-09-08T08:42:00+08:00,72.8,1.00e-09,0.0,37.9,4.8,EXCELLENT
LM-000723,LK-0145,2026-09-08T09:10:00+08:00,68.25,1.00e-09,0.0,45.5,4.8,EXCELLENT
LM-000724,LK-0145,2026-09-08T09:30:00+08:00,77.63,1.00e-09,0.0,42.5,4.8,EXCELLENT
LM-000725,LK-0145,2026-09-08T10:02:00+08:00,60.31,1.00e-09,0.0,42.3,4.8,EXCELLENT
LM-000726,LK-0146,2026-09-08T08:08:00+08:00,64.09,1.00e-09,0.0,42.2,4.8,EXCELLENT
LM-000727,LK-0146,2026-09-08T08:41:00+08:00,66.86,1.00e-09,0.0,32.5,4.8,EXCELLENT
LM-000728,LK-0146,2026-09-08T09:07:00+08:00,62.05,1.00e-09,0.0,38.3,4.8,EXCELLENT
LM-000729,LK-0146,2026-09-08T09:36:00+08:00,59.14,1.00e-09,0.0,39.9,4.8,EXCELLENT
LM-000730,LK-0146,2026-09-08T10:07:00+08:00,71.97,1.00e-09,0.0,33.1,4.8,EXCELLENT
LM-000731,LK-0147,2026-09-08T08:00:00+08:00,75.3,1.00e-09,0.0,44.8,64.0,EXCELLENT
LM-000732,LK-0147,2026-09-08T08:38:00+08:00,72.55,1.00e-09,0.0,46.2,64.0,EXCELLENT
LM-000733,LK-0147,2026-09-08T09:03:00+08:00,80.71,1.00e-09,0.0,44.4,64.0,EXCELLENT
LM-000734,LK-0147,2026-09-08T09:39:00+08:00,77.95,1.00e-09,0.0,43.9,64.0,EXCELLENT
LM-000735,LK-0147,2026-09-08T10:08:00+08:00,79.22,1.00e-09,0.0,45.9,64.0,EXCELLENT
LM-000736,LK-0148,2026-09-08T08:10:00+08:00,50.23,1.00e-09,0.0001,43.9,4.8,EXCELLENT
LM-000737,LK-0148,2026-09-08T08:32:00+08:00,61.54,1.00e-09,0.0,38.5,4.8,EXCELLENT
LM-000738,LK-0148,2026-09-08T09:08:00+08:00,52.2,1.00e-09,0.0001,34.2,4.8,EXCELLENT
LM-000739,LK-0148,2026-09-08T09:36:00+08:00,56.89,1.00e-09,0.0,36.2,4.8,EXCELLENT
LM-000740,LK-0148,2026-09-08T10:01:00+08:00,49.71,1.00e-09,0.0001,40.4,4.8,EXCELLENT
LM-000741,LK-0149,2026-09-08T08:02:00+08:00,64.53,1.00e-09,0.0,45.1,4.8,EXCELLENT
LM-000742,LK-0149,2026-09-08T08:31:00+08:00,54.02,1.00e-09,0.0001,39.1,4.8,EXCELLENT
LM-000743,LK-0149,2026-09-08T09:02:00+08:00,57.62,1.00e-09,0.0,34.3,4.8,EXCELLENT
LM-000744,LK-0149,2026-09-08T09:41:00+08:00,56.18,1.00e-09,0.0,44.3,4.8,EXCELLENT
LM-000745,LK-0149,2026-09-08T10:10:00+08:00,60.3,1.00e-09,0.0,40.1,4.8,EXCELLENT
LM-000746,LK-0150,2026-09-08T08:11:00+08:00,54.02,1.00e-09,0.0001,37.4,4.8,EXCELLENT
LM-000747,LK-0150,2026-09-08T08:32:00+08:00,55.74,1.00e-09,0.0,38.6,4.8,EXCELLENT
LM-000748,LK-0150,2026-09-08T09:07:00+08:00,53.4,1.00e-09,0.0001,33.9,4.8,EXCELLENT
LM-000749,LK-0150,2026-09-08T09:35:00+08:00,57.5,1.00e-09,0.0,46.4,4.8,EXCELLENT
LM-000750,LK-0150,2026-09-08T10:09:00+08:00,38.89,1.00e-09,0.0008,47.1,4.8,EXCELLENT
LM-000751,LK-0151,2026-09-08T08:09:00+08:00,56.68,1.00e-09,0.0,38.3,64.0,EXCELLENT
LM-000752,LK-0151,2026-09-08T08:41:00+08:00,58.07,1.00e-09,0.0,47.0,64.0,EXCELLENT
LM-000753,LK-0151,2026-09-08T09:08:00+08:00,59.77,1.00e-09,0.0,43.4,64.0,EXCELLENT
LM-000754,LK-0151,2026-09-08T09:39:00+08:00,60.97,1.00e-09,0.0,35.9,64.0,EXCELLENT
LM-000755,LK-0151,2026-09-08T10:02:00+08:00,63.33,1.00e-09,0.0,41.4,64.0,EXCELLENT
LM-000756,LK-0152,2026-09-08T08:04:00+08:00,62.76,1.00e-09,0.0,46.0,64.0,EXCELLENT
LM-000757,LK-0152,2026-09-08T08:38:00+08:00,59.72,1.00e-09,0.0,39.3,64.0,EXCELLENT
LM-000758,LK-0152,2026-09-08T09:02:00+08:00,61.99,1.00e-09,0.0,44.9,64.0,EXCELLENT
LM-000759,LK-0152,2026-09-08T09:37:00+08:00,65.43,1.00e-09,0.0,33.5,64.0,EXCELLENT
LM-000760,LK-0152,2026-09-08T10:11:00+08:00,65.27,1.00e-09,0.0,33.9,64.0,EXCELLENT
LM-000761,LK-0153,2026-09-08T08:08:00+08:00,79.75,1.00e-09,0.0,41.7,64.0,EXCELLENT
LM-000762,LK-0153,2026-09-08T08:30:00+08:00,76.45,1.00e-09,0.0,45.5,64.0,EXCELLENT
LM-000763,LK-0153,2026-09-08T09:04:00+08:00,77.49,1.00e-09,0.0,37.8,64.0,EXCELLENT
LM-000764,LK-0153,2026-09-08T09:41:00+08:00,82.37,1.00e-09,0.0,43.0,64.0,EXCELLENT
LM-000765,LK-0153,2026-09-08T10:02:00+08:00,82.0,1.00e-09,0.0,47.5,64.0,EXCELLENT
LM-000766,LK-0154,2026-09-08T08:12:00+08:00,67.26,1.00e-09,0.0,43.4,64.0,EXCELLENT
LM-000767,LK-0154,2026-09-08T08:31:00+08:00,65.82,1.00e-09,0.0,42.0,64.0,EXCELLENT
LM-000768,LK-0154,2026-09-08T09:07:00+08:00,67.83,1.00e-09,0.0,34.8,64.0,EXCELLENT
LM-000769,LK-0154,2026-09-08T09:32:00+08:00,73.01,1.00e-09,0.0,44.0,64.0,EXCELLENT
LM-000770,LK-0154,2026-09-08T10:10:00+08:00,66.61,1.00e-09,0.0,36.2,64.0,EXCELLENT
LM-000771,LK-0155,2026-09-08T08:09:00+08:00,57.05,1.00e-09,0.0,41.2,64.0,EXCELLENT
LM-000772,LK-0155,2026-09-08T08:39:00+08:00,52.8,1.00e-09,0.0001,40.8,64.0,EXCELLENT
LM-000773,LK-0155,2026-09-08T09:02:00+08:00,59.16,1.00e-09,0.0,47.2,64.0,EXCELLENT
LM-000774,LK-0155,2026-09-08T09:31:00+08:00,55.15,1.00e-09,0.0,43.5,64.0,EXCELLENT
LM-000775,LK-0155,2026-09-08T10:04:00+08:00,52.19,1.00e-09,0.0001,39.7,64.0,EXCELLENT
LM-000776,LK-0156,2026-09-08T08:06:00+08:00,57.11,1.00e-09,0.0,36.3,4.8,EXCELLENT
LM-000777,LK-0156,2026-09-08T08:33:00+08:00,56.36,1.00e-09,0.0,39.4,4.8,EXCELLENT
LM-000778,LK-0156,2026-09-08T09:06:00+08:00,57.63,1.00e-09,0.0,47.6,4.8,EXCELLENT
LM-000779,LK-0156,2026-09-08T09:35:00+08:00,48.43,1.00e-09,0.0001,42.7,4.8,EXCELLENT
LM-000780,LK-0156,2026-09-08T10:06:00+08:00,51.67,1.00e-09,0.0001,46.7,4.8,EXCELLENT
LM-000781,LK-0157,2026-09-08T08:05:00+08:00,76.0,1.00e-09,0.0,34.1,64.0,EXCELLENT
LM-000782,LK-0157,2026-09-08T08:37:00+08:00,72.69,1.00e-09,0.0,47.6,64.0,EXCELLENT
LM-000783,LK-0157,2026-09-08T09:04:00+08:00,72.04,1.00e-09,0.0,40.1,64.0,EXCELLENT
LM-000784,LK-0157,2026-09-08T09:36:00+08:00,71.99,1.00e-09,0.0,36.1,64.0,EXCELLENT
LM-000785,LK-0157,2026-09-08T10:07:00+08:00,75.76,1.00e-09,0.0,42.0,64.0,EXCELLENT
LM-000786,LK-0158,2026-09-08T08:01:00+08:00,36.36,1.00e-09,0.0013,42.2,63.92,EXCELLENT
LM-000787,LK-0158,2026-09-08T08:31:00+08:00,34.29,1.00e-09,0.0019,44.3,63.88,GOOD
LM-000788,LK-0158,2026-09-08T09:12:00+08:00,40.11,1.00e-09,0.0006,46.6,63.96,EXCELLENT
LM-000789,LK-0158,2026-09-08T09:41:00+08:00,35.91,1.00e-09,0.0014,35.2,63.91,EXCELLENT
LM-000790,LK-0158,2026-09-08T10:06:00+08:00,36.74,1.00e-09,0.0012,46.1,63.92,EXCELLENT
LM-000791,LK-0159,2026-09-08T08:11:00+08:00,70.19,1.00e-09,0.0,43.7,64.0,EXCELLENT
LM-000792,LK-0159,2026-09-08T08:30:00+08:00,74.13,1.00e-09,0.0,37.8,64.0,EXCELLENT
LM-000793,LK-0159,2026-09-08T09:10:00+08:00,72.72,1.00e-09,0.0,37.7,64.0,EXCELLENT
LM-000794,LK-0159,2026-09-08T09:40:00+08:00,68.52,1.00e-09,0.0,38.3,64.0,EXCELLENT
LM-000795,LK-0159,2026-09-08T10:10:00+08:00,67.89,1.00e-09,0.0,38.4,64.0,EXCELLENT
LM-000796,LK-0160,2026-09-08T08:04:00+08:00,56.38,1.00e-09,0.0,47.6,64.0,EXCELLENT
LM-000797,LK-0160,2026-09-08T08:39:00+08:00,68.14,1.00e-09,0.0,35.1,64.0,EXCELLENT
LM-000798,LK-0160,2026-09-08T09:03:00+08:00,64.66,1.00e-09,0.0,35.2,64.0,EXCELLENT
LM-000799,LK-0160,2026-09-08T09:38:00+08:00,62.17,1.00e-09,0.0,43.9,64.0,EXCELLENT
LM-000800,LK-0160,2026-09-08T10:08:00+08:00,65.04,1.00e-09,0.0,39.3,64.0,EXCELLENT
LM-000801,LK-0161,2026-09-08T08:07:00+08:00,64.77,1.00e-09,0.0,35.5,64.0,EXCELLENT
LM-000802,LK-0161,2026-09-08T08:37:00+08:00,63.49,1.00e-09,0.0,34.4,64.0,EXCELLENT
LM-000803,LK-0161,2026-09-08T09:02:00+08:00,59.8,1.00e-09,0.0,34.8,64.0,EXCELLENT
LM-000804,LK-0161,2026-09-08T09:32:00+08:00,62.54,1.00e-09,0.0,44.8,64.0,EXCELLENT
LM-000805,LK-0161,2026-09-08T10:00:00+08:00,62.37,1.00e-09,0.0,44.4,64.0,EXCELLENT
LM-000806,LK-0162,2026-09-08T08:08:00+08:00,42.09,1.00e-09,0.0005,43.6,4.8,EXCELLENT
LM-000807,LK-0162,2026-09-08T08:32:00+08:00,52.03,1.00e-09,0.0001,42.6,4.8,EXCELLENT
LM-000808,LK-0162,2026-09-08T09:09:00+08:00,52.73,1.00e-09,0.0001,38.2,4.8,EXCELLENT
LM-000809,LK-0162,2026-09-08T09:36:00+08:00,44.81,1.00e-09,0.0003,36.6,4.8,EXCELLENT
LM-000810,LK-0162,2026-09-08T10:07:00+08:00,48.49,1.00e-09,0.0001,45.6,4.8,EXCELLENT
LM-000811,LK-0163,2026-09-08T08:12:00+08:00,55.55,1.00e-09,0.0,35.1,64.0,EXCELLENT
LM-000812,LK-0163,2026-09-08T08:38:00+08:00,55.49,1.00e-09,0.0,43.8,64.0,EXCELLENT
LM-000813,LK-0163,2026-09-08T09:08:00+08:00,58.18,1.00e-09,0.0,38.0,64.0,EXCELLENT
LM-000814,LK-0163,2026-09-08T09:32:00+08:00,63.86,1.00e-09,0.0,40.8,64.0,EXCELLENT
LM-000815,LK-0163,2026-09-08T10:09:00+08:00,61.72,1.00e-09,0.0,41.7,64.0,EXCELLENT
LM-000816,LK-0164,2026-09-08T08:07:00+08:00,73.68,1.00e-09,0.0,41.4,64.0,EXCELLENT
LM-000817,LK-0164,2026-09-08T08:33:00+08:00,66.72,1.00e-09,0.0,37.9,64.0,EXCELLENT
LM-000818,LK-0164,2026-09-08T09:02:00+08:00,69.82,1.00e-09,0.0,48.1,64.0,EXCELLENT
LM-000819,LK-0164,2026-09-08T09:38:00+08:00,67.36,1.00e-09,0.0,46.6,64.0,EXCELLENT
LM-000820,LK-0164,2026-09-08T10:03:00+08:00,69.87,1.00e-09,0.0,48.0,64.0,EXCELLENT
LM-000821,LK-0165,2026-09-08T08:08:00+08:00,67.05,1.00e-09,0.0,42.0,64.0,EXCELLENT
LM-000822,LK-0165,2026-09-08T08:30:00+08:00,74.57,1.00e-09,0.0,38.4,64.0,EXCELLENT
LM-000823,LK-0165,2026-09-08T09:06:00+08:00,70.26,1.00e-09,0.0,38.7,64.0,EXCELLENT
LM-000824,LK-0165,2026-09-08T09:38:00+08:00,70.58,1.00e-09,0.0,41.2,64.0,EXCELLENT
LM-000825,LK-0165,2026-09-08T10:01:00+08:00,66.64,1.00e-09,0.0,34.9,64.0,EXCELLENT
LM-000826,LK-0166,2026-09-08T08:06:00+08:00,62.54,1.00e-09,0.0,41.1,4.8,EXCELLENT
LM-000827,LK-0166,2026-09-08T08:31:00+08:00,71.67,1.00e-09,0.0,42.5,4.8,EXCELLENT
LM-000828,LK-0166,2026-09-08T09:00:00+08:00,62.8,1.00e-09,0.0,37.7,4.8,EXCELLENT
LM-000829,LK-0166,2026-09-08T09:40:00+08:00,57.51,1.00e-09,0.0,47.9,4.8,EXCELLENT
LM-000830,LK-0166,2026-09-08T10:00:00+08:00,57.14,1.00e-09,0.0,43.4,4.8,EXCELLENT
LM-000831,LK-0167,2026-09-08T08:07:00+08:00,67.34,1.00e-09,0.0,48.1,64.0,EXCELLENT
LM-000832,LK-0167,2026-09-08T08:36:00+08:00,59.86,1.00e-09,0.0,35.8,64.0,EXCELLENT
LM-000833,LK-0167,2026-09-08T09:06:00+08:00,65.82,1.00e-09,0.0,42.5,64.0,EXCELLENT
LM-000834,LK-0167,2026-09-08T09:39:00+08:00,63.92,1.00e-09,0.0,47.2,64.0,EXCELLENT
LM-000835,LK-0167,2026-09-08T10:01:00+08:00,62.83,1.00e-09,0.0,43.7,64.0,EXCELLENT
LM-000836,LK-0168,2026-09-08T08:08:00+08:00,35.78,1.00e-09,0.0014,36.5,63.91,EXCELLENT
LM-000837,LK-0168,2026-09-08T08:30:00+08:00,31.92,1.59e-09,0.0029,41.2,63.82,GOOD
LM-000838,LK-0168,2026-09-08T09:00:00+08:00,34.36,1.00e-09,0.0018,44.5,63.88,GOOD
LM-000839,LK-0168,2026-09-08T09:38:00+08:00,31.46,2.17e-09,0.0031,47.4,63.8,GOOD
LM-000840,LK-0168,2026-09-08T10:06:00+08:00,29.23,9.79e-09,0.0047,49.6,63.7,GOOD
LM-000841,LK-0169,2026-09-08T08:05:00+08:00,80.7,1.00e-09,0.0,46.7,64.0,EXCELLENT
LM-000842,LK-0169,2026-09-08T08:38:00+08:00,80.22,1.00e-09,0.0,39.6,64.0,EXCELLENT
LM-000843,LK-0169,2026-09-08T09:02:00+08:00,83.28,1.00e-09,0.0,43.4,64.0,EXCELLENT
LM-000844,LK-0169,2026-09-08T09:35:00+08:00,78.51,1.00e-09,0.0,46.9,64.0,EXCELLENT
LM-000845,LK-0169,2026-09-08T10:01:00+08:00,78.46,1.00e-09,0.0,37.9,64.0,EXCELLENT
LM-000846,LK-0170,2026-09-08T08:05:00+08:00,49.25,1.00e-09,0.0001,39.8,4.8,EXCELLENT
LM-000847,LK-0170,2026-09-08T08:34:00+08:00,34.84,1.00e-09,0.0017,40.6,4.79,EXCELLENT
LM-000848,LK-0170,2026-09-08T09:08:00+08:00,34.59,1.00e-09,0.0018,46.0,4.79,EXCELLENT
LM-000849,LK-0170,2026-09-08T09:42:00+08:00,40.14,1.00e-09,0.0006,49.2,4.8,EXCELLENT
LM-000850,LK-0170,2026-09-08T10:00:00+08:00,26.34,6.92e-08,0.0079,41.7,4.76,GOOD
LM-000851,LK-0171,2026-09-08T08:06:00+08:00,74.53,1.00e-09,0.0,40.9,64.0,EXCELLENT
LM-000852,LK-0171,2026-09-08T08:30:00+08:00,70.2,1.00e-09,0.0,42.3,64.0,EXCELLENT
LM-000853,LK-0171,2026-09-08T09:00:00+08:00,72.49,1.00e-09,0.0,35.8,64.0,EXCELLENT
LM-000854,LK-0171,2026-09-08T09:42:00+08:00,77.03,1.00e-09,0.0,37.9,64.0,EXCELLENT
LM-000855,LK-0171,2026-09-08T10:06:00+08:00,76.25,1.00e-09,0.0,39.0,64.0,EXCELLENT
LM-000856,LK-0172,2026-09-08T08:07:00+08:00,43.13,1.00e-09,0.0004,49.0,63.98,EXCELLENT
LM-000857,LK-0172,2026-09-08T08:39:00+08:00,46.46,1.00e-09,0.0002,45.3,63.99,EXCELLENT
LM-000858,LK-0172,2026-09-08T09:02:00+08:00,46.76,1.00e-09,0.0002,44.6,63.99,EXCELLENT
LM-000859,LK-0172,2026-09-08T09:36:00+08:00,51.06,1.00e-09,0.0001,38.3,63.99,EXCELLENT
LM-000860,LK-0172,2026-09-08T10:03:00+08:00,51.11,1.00e-09,0.0001,48.9,63.99,EXCELLENT
LM-000861,LK-0173,2026-09-08T08:00:00+08:00,86.43,1.00e-09,0.0,46.1,64.0,EXCELLENT
LM-000862,LK-0173,2026-09-08T08:30:00+08:00,90.53,1.00e-09,0.0,37.8,64.0,EXCELLENT
LM-000863,LK-0173,2026-09-08T09:09:00+08:00,89.14,1.00e-09,0.0,38.5,64.0,EXCELLENT
LM-000864,LK-0173,2026-09-08T09:33:00+08:00,89.69,1.00e-09,0.0,48.6,64.0,EXCELLENT
LM-000865,LK-0173,2026-09-08T10:06:00+08:00,88.07,1.00e-09,0.0,42.2,64.0,EXCELLENT
LM-000866,LK-0174,2026-09-08T08:09:00+08:00,67.51,1.00e-09,0.0,43.0,64.0,EXCELLENT
LM-000867,LK-0174,2026-09-08T08:32:00+08:00,64.43,1.00e-09,0.0,37.6,64.0,EXCELLENT
LM-000868,LK-0174,2026-09-08T09:04:00+08:00,70.48,1.00e-09,0.0,38.0,64.0,EXCELLENT
LM-000869,LK-0174,2026-09-08T09:34:00+08:00,65.95,1.00e-09,0.0,48.9,64.0,EXCELLENT
LM-000870,LK-0174,2026-09-08T10:05:00+08:00,65.29,1.00e-09,0.0,41.8,64.0,EXCELLENT
LM-000871,LK-0175,2026-09-08T08:09:00+08:00,88.38,1.00e-09,0.0,45.3,64.0,EXCELLENT
LM-000872,LK-0175,2026-09-08T08:38:00+08:00,87.21,1.00e-09,0.0,36.7,64.0,EXCELLENT
LM-000873,LK-0175,2026-09-08T09:08:00+08:00,87.95,1.00e-09,0.0,49.6,64.0,EXCELLENT
LM-000874,LK-0175,2026-09-08T09:38:00+08:00,92.79,1.00e-09,0.0,47.4,64.0,EXCELLENT
LM-000875,LK-0175,2026-09-08T10:05:00+08:00,87.39,1.00e-09,0.0,43.1,64.0,EXCELLENT
LM-000876,LK-0176,2026-09-08T08:06:00+08:00,75.17,1.00e-09,0.0,47.0,64.0,EXCELLENT
LM-000877,LK-0176,2026-09-08T08:39:00+08:00,74.56,1.00e-09,0.0,39.9,64.0,EXCELLENT
